Name: Bulbasaur  Legendary: false  Attack Speed: 65  HP: 45  GEN: False  TYPE: Grass  Attack DMG:65
Name: Blissey  Legendary: false  Attack Speed: 135  HP: 255  GEN: False  TYPE: Normal  Attack DMG:75
Name: Chansey  Legendary: false  Attack Speed: 105  HP: 250  GEN: False  TYPE: Normal  Attack DMG:35
Name: Wobbuffet  Legendary: false  Attack Speed: 58  HP: 190  GEN: False  TYPE: Psychic  Attack DMG:33
Name: Wailord  Legendary: false  Attack Speed: 45  HP: 170  GEN: False  TYPE: Water  Attack DMG:90
Name: Alomomola  Legendary: false  Attack Speed: 45  HP: 165  GEN: False  TYPE: Water  Attack DMG:40
Name: Snorlax  Legendary: false  Attack Speed: 110  HP: 160  GEN: False  TYPE: Normal  Attack DMG:65
Name: Slaking  Legendary: false  Attack Speed: 65  HP: 150  GEN: False  TYPE: Normal  Attack DMG:95
Name: Drifblim  Legendary: false  Attack Speed: 54  HP: 150  GEN: False  TYPE: Ghost  Attack DMG:90
Name: GiratinaAltered Forme  Legendary: true  Attack Speed: 120  HP: 150  GEN: True  TYPE: Ghost  Attack DMG:100
Name: GiratinaOrigin Forme  Legendary: true  Attack Speed: 100  HP: 150  GEN: True  TYPE: Ghost  Attack DMG:120
Name: Hariyama  Legendary: false  Attack Speed: 60  HP: 144  GEN: False  TYPE: Fighting  Attack DMG:40
Name: Wigglytuff  Legendary: false  Attack Speed: 50  HP: 140  GEN: False  TYPE: Normal  Attack DMG:85
Name: Munchlax  Legendary: false  Attack Speed: 85  HP: 135  GEN: False  TYPE: Normal  Attack DMG:40
Name: Lapras  Legendary: false  Attack Speed: 95  HP: 130  GEN: False  TYPE: Water  Attack DMG:85
Name: Vaporeon  Legendary: false  Attack Speed: 95  HP: 130  GEN: False  TYPE: Water  Attack DMG:110
Name: Wailmer  Legendary: false  Attack Speed: 35  HP: 130  GEN: False  TYPE: Water  Attack DMG:70
Name: Xerneas  Legendary: true  Attack Speed: 98  HP: 126  GEN: True  TYPE: Fairy  Attack DMG:131
Name: Yveltal  Legendary: true  Attack Speed: 98  HP: 126  GEN: True  TYPE: Dark  Attack DMG:131
Name: Lanturn  Legendary: false  Attack Speed: 76  HP: 125  GEN: False  TYPE: Water  Attack DMG:76
Name: Kyurem  Legendary: true  Attack Speed: 90  HP: 125  GEN: True  TYPE: Dragon  Attack DMG:130
Name: KyuremBlack Kyurem  Legendary: true  Attack Speed: 90  HP: 125  GEN: True  TYPE: Dragon  Attack DMG:120
Name: KyuremWhite Kyurem  Legendary: true  Attack Speed: 100  HP: 125  GEN: True  TYPE: Dragon  Attack DMG:170
Name: Gogoat  Legendary: false  Attack Speed: 81  HP: 123  GEN: False  TYPE: Grass  Attack DMG:97
Name: Aurorus  Legendary: false  Attack Speed: 92  HP: 123  GEN: False  TYPE: Rock  Attack DMG:99
Name: Cresselia  Legendary: false  Attack Speed: 130  HP: 120  GEN: False  TYPE: Psychic  Attack DMG:75
Name: Arceus  Legendary: true  Attack Speed: 120  HP: 120  GEN: True  TYPE: Normal  Attack DMG:120
Name: Throh  Legendary: false  Attack Speed: 85  HP: 120  GEN: False  TYPE: Fighting  Attack DMG:30
Name: Musharna  Legendary: false  Attack Speed: 95  HP: 116  GEN: False  TYPE: Psychic  Attack DMG:107
Name: Jigglypuff  Legendary: false  Attack Speed: 25  HP: 115  GEN: False  TYPE: Normal  Attack DMG:45
Name: Entei  Legendary: true  Attack Speed: 75  HP: 115  GEN: True  TYPE: Fire  Attack DMG:90
Name: Rhyperior  Legendary: false  Attack Speed: 55  HP: 115  GEN: False  TYPE: Ground  Attack DMG:55
Name: Amoonguss  Legendary: false  Attack Speed: 80  HP: 114  GEN: False  TYPE: Grass  Attack DMG:85
Name: Gastrodon  Legendary: false  Attack Speed: 82  HP: 111  GEN: False  TYPE: Water  Attack DMG:92
Name: Whiscash  Legendary: false  Attack Speed: 71  HP: 110  GEN: False  TYPE: Water  Attack DMG:76
Name: Walrein  Legendary: false  Attack Speed: 90  HP: 110  GEN: False  TYPE: Ice  Attack DMG:95
Name: Lickilicky  Legendary: false  Attack Speed: 95  HP: 110  GEN: False  TYPE: Normal  Attack DMG:80
Name: Mamoswine  Legendary: false  Attack Speed: 60  HP: 110  GEN: False  TYPE: Ice  Attack DMG:70
Name: Regigigas  Legendary: true  Attack Speed: 110  HP: 110  GEN: True  TYPE: Normal  Attack DMG:80
Name: Emboar  Legendary: false  Attack Speed: 65  HP: 110  GEN: False  TYPE: Fire  Attack DMG:100
Name: Excadrill  Legendary: false  Attack Speed: 65  HP: 110  GEN: False  TYPE: Ground  Attack DMG:50
Name: Reuniclus  Legendary: false  Attack Speed: 85  HP: 110  GEN: False  TYPE: Psychic  Attack DMG:125
Name: Mandibuzz  Legendary: false  Attack Speed: 95  HP: 110  GEN: False  TYPE: Dark  Attack DMG:55
Name: Stunfisk  Legendary: false  Attack Speed: 99  HP: 109  GEN: False  TYPE: Ground  Attack DMG:81
Name: Garchomp  Legendary: false  Attack Speed: 85  HP: 108  GEN: False  TYPE: Dragon  Attack DMG:80
Name: GarchompMega Garchomp  Legendary: false  Attack Speed: 95  HP: 108  GEN: False  TYPE: Dragon  Attack DMG:120
Name: Hippowdon  Legendary: false  Attack Speed: 72  HP: 108  GEN: False  TYPE: Ground  Attack DMG:68
Name: Zygarde50% Forme  Legendary: true  Attack Speed: 95  HP: 108  GEN: True  TYPE: Dragon  Attack DMG:81
Name: Mewtwo  Legendary: true  Attack Speed: 90  HP: 106  GEN: True  TYPE: Psychic  Attack DMG:154
Name: MewtwoMega Mewtwo X  Legendary: true  Attack Speed: 100  HP: 106  GEN: True  TYPE: Psychic  Attack DMG:154
Name: MewtwoMega Mewtwo Y  Legendary: true  Attack Speed: 120  HP: 106  GEN: True  TYPE: Psychic  Attack DMG:194
Name: Lugia  Legendary: true  Attack Speed: 154  HP: 106  GEN: True  TYPE: Psychic  Attack DMG:90
Name: Ho-oh  Legendary: true  Attack Speed: 154  HP: 106  GEN: True  TYPE: Fire  Attack DMG:110
Name: Muk  Legendary: false  Attack Speed: 100  HP: 105  GEN: False  TYPE: Poison  Attack DMG:65
Name: Rhydon  Legendary: false  Attack Speed: 45  HP: 105  GEN: False  TYPE: Ground  Attack DMG:45
Name: Kangaskhan  Legendary: false  Attack Speed: 80  HP: 105  GEN: False  TYPE: Normal  Attack DMG:40
Name: KangaskhanMega Kangaskhan  Legendary: false  Attack Speed: 100  HP: 105  GEN: False  TYPE: Normal  Attack DMG:60
Name: Rayquaza  Legendary: true  Attack Speed: 90  HP: 105  GEN: True  TYPE: Dragon  Attack DMG:150
Name: RayquazaMega Rayquaza  Legendary: true  Attack Speed: 100  HP: 105  GEN: True  TYPE: Dragon  Attack DMG:180
